Il numero totale di giorni è 1092 e il numero di specialità è 1109, giorni spuri 0

Giorno 0, ospedale 1000300, specialità 9, ricoveri 0/11, letti occupati 0/34, coda attesa 0
Giorno 0, ospedale 1001901, specialità 29, ricoveri 1/3, letti occupati 1/12, coda attesa 0
Giorno 0, ospedale 1001901, specialità 39, ricoveri 4/6, letti occupati 4/13, coda attesa 0
Giorno 0, ospedale 1001901, specialità 36, ricoveri 0/5, letti occupati 0/28, coda attesa 0
Giorno 0, ospedale 1001901, specialità 37, ricoveri 6/11, letti occupati 6/24, coda attesa 0
Giorno 0, ospedale 1001901, specialità 32, ricoveri 3/4, letti occupati 3/21, coda attesa 0
Giorno 0, ospedale 1001901, specialità 99, ricoveri 0/11, letti occupati 0/12, coda attesa 0
Giorno 0, ospedale 1001901, specialità 49, ricoveri 0/1, letti occupati 0/8, coda attesa 0
Giorno 0, ospedale 1001901, specialità 43, ricoveri 3/4, letti occupati 3/14, coda attesa 0
Giorno 0, ospedale 1001901, specialità 50, ricoveri 0/3, letti occupati 0/15, coda attesa 0
Giorno 0, ospedale 1001901, specialità 2, ricoveri 3/8, letti occupati 3/38, coda attesa 0
Giorno 0, ospedale 1001901, specialità 62, ricoveri 0/2, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1001901, specialità 40, ricoveri 1/3, letti occupati 1/17, coda attesa 0
Giorno 0, ospedale 1001903, specialità 43, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1001903, specialità 50, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1001903, specialità 36, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1001903, specialità 26, ricoveri 4/7, letti occupati 4/51, coda attesa 0
Giorno 0, ospedale 1001903, specialità 60, ricoveri 2/2, letti occupati 2/25, coda attesa 0
Giorno 0, ospedale 1001903, specialità 99, ricoveri 0/8, letti occupati 0/9, coda attesa 0
Giorno 0, ospedale 1001903, specialità 8, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1001903, specialità 32, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1001903, specialità 56, ricoveri 2/4, letti occupati 2/28, coda attesa 0
Giorno 0, ospedale 1001903, specialità 2, ricoveri 17/17, letti occupati 17/319, coda attesa 0
Giorno 0, ospedale 1001903, specialità 38, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002301, specialità 37, ricoveri 1/6, letti occupati 1/16, coda attesa 0
Giorno 0, ospedale 1002301, specialità 50, ricoveri 0/3, letti occupati 0/11, coda attesa 0
Giorno 0, ospedale 1002301, specialità 8, ricoveri 1/5, letti occupati 1/14, coda attesa 0
Giorno 0, ospedale 1002301, specialità 39, ricoveri 2/5, letti occupati 2/13, coda attesa 0
Giorno 0, ospedale 1002301, specialità 9, ricoveri 2/12, letti occupati 2/29, coda attesa 0
Giorno 0, ospedale 1002301, specialità 40, ricoveri 0/3, letti occupati 0/14, coda attesa 0
Giorno 0, ospedale 1002301, specialità 21, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 0, ospedale 1002301, specialità 18, ricoveri 6/8, letti occupati 6/149, coda attesa 0
Giorno 0, ospedale 1002301, specialità 34, ricoveri 0/10, letti occupati 0/11, coda attesa 0
Giorno 0, ospedale 1002301, specialità 43, ricoveri 6/13, letti occupati 6/20, coda attesa 0
Giorno 0, ospedale 1002301, specialità 32, ricoveri 1/5, letti occupati 1/33, coda attesa 0
Giorno 0, ospedale 1002301, specialità 19, ricoveri 3/3, letti occupati 3/53, coda attesa 0
Giorno 0, ospedale 1002301, specialità 64, ricoveri 25/25, letti occupati 25/175, coda attesa 0
Giorno 0, ospedale 1002301, specialità 49, ricoveri 0/2, letti occupati 0/10, coda attesa 0
Giorno 0, ospedale 1002301, specialità 26, ricoveri 2/6, letti occupati 2/49, coda attesa 0
Giorno 0, ospedale 1002301, specialità 29, ricoveri 1/5, letti occupati 1/84, coda attesa 0
Giorno 0, ospedale 1002301, specialità 31, ricoveri 1/3, letti occupati 1/8, coda attesa 0
Giorno 0, ospedale 1002301, specialità 38, ricoveri 5/8, letti occupati 5/9, coda attesa 0
Giorno 0, ospedale 1002301, specialità 33, ricoveri 0/2, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1002301, specialità 36, ricoveri 2/8, letti occupati 2/32, coda attesa 0
Giorno 0, ospedale 1002302, specialità 2, ricoveri 0/17, letti occupati 0/67, coda attesa 0
Giorno 0, ospedale 1002302, specialità 50, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002302, specialità 37, ricoveri 1/4, letti occupati 1/24, coda attesa 0
Giorno 0, ospedale 1002302, specialità 29, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002302, specialità 26, ricoveri 2/5, letti occupati 2/25, coda attesa 0
Giorno 0, ospedale 1002302, specialità 9, ricoveri 2/8, letti occupati 2/20, coda attesa 0
Giorno 0, ospedale 1002302, specialità 32, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1002302, specialità 99, ricoveri 0/12, letti occupati 0/15, coda attesa 0
Giorno 0, ospedale 1002302, specialità 40, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002302, specialità 31, ricoveri 2/4, letti occupati 2/14, coda attesa 0
Giorno 0, ospedale 1002302, specialità 49, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1002302, specialità 36, ricoveri 2/2, letti occupati 2/8, coda attesa 0
Giorno 0, ospedale 1002302, specialità 21, ricoveri 1/4, letti occupati 1/25, coda attesa 0
Giorno 0, ospedale 1002304, specialità 60, ricoveri 2/4, letti occupati 2/74, coda attesa 0
Giorno 0, ospedale 1002304, specialità 56, ricoveri 3/4, letti occupati 3/60, coda attesa 0
Giorno 0, ospedale 1002601, specialità 26, ricoveri 2/12, letti occupati 2/79, coda attesa 0
Giorno 0, ospedale 1002601, specialità 38, ricoveri 0/3, letti occupati 0/10, coda attesa 0
Giorno 0, ospedale 1002601, specialità 32, ricoveri 4/5, letti occupati 4/24, coda attesa 0
Giorno 0, ospedale 1002601, specialità 37, ricoveri 5/12, letti occupati 5/28, coda attesa 0
Giorno 0, ospedale 1002601, specialità 39, ricoveri 3/3, letti occupati 3/8, coda attesa 0
Giorno 0, ospedale 1002601, specialità 40, ricoveri 1/3, letti occupati 1/11, coda attesa 0
Giorno 0, ospedale 1002601, specialità 50, ricoveri 1/3, letti occupati 1/11, coda attesa 0
Giorno 0, ospedale 1002601, specialità 49, ricoveri 1/6, letti occupati 1/16, coda attesa 0
Giorno 0, ospedale 1002601, specialità 60, ricoveri 0/2, letti occupati 0/11, coda attesa 0
Giorno 0, ospedale 1002601, specialità 36, ricoveri 1/7, letti occupati 1/25, coda attesa 0
Giorno 0, ospedale 1002601, specialità 35, ricoveri 0/8, letti occupati 0/8, coda attesa 0
Giorno 0, ospedale 1002601, specialità 34, ricoveri 1/14, letti occupati 1/19, coda attesa 0
Giorno 0, ospedale 1002601, specialità 8, ricoveri 3/4, letti occupati 3/12, coda attesa 0
Giorno 0, ospedale 1002601, specialità 52, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002601, specialità 43, ricoveri 1/5, letti occupati 1/13, coda attesa 0
Giorno 0, ospedale 1002601, specialità 24, ricoveri 2/3, letti occupati 2/33, coda attesa 0
Giorno 0, ospedale 1002601, specialità 29, ricoveri 1/2, letti occupati 1/7, coda attesa 0
Giorno 0, ospedale 1002601, specialità 64, ricoveri 22/22, letti occupati 22/168, coda attesa 0
Giorno 0, ospedale 1002601, specialità 58, ricoveri 1/2, letti occupati 1/7, coda attesa 0
Giorno 0, ospedale 1002601, specialità 68, ricoveri 2/3, letti occupati 2/28, coda attesa 0
Giorno 0, ospedale 1002601, specialità 56, ricoveri 2/3, letti occupati 2/47, coda attesa 0
Giorno 0, ospedale 1002601, specialità 31, ricoveri 4/4, letti occupati 4/12, coda attesa 0
Giorno 0, ospedale 1002601, specialità 9, ricoveri 3/9, letti occupati 3/22, coda attesa 0
Giorno 0, ospedale 1002601, specialità 19, ricoveri 0/2, letti occupati 0/18, coda attesa 0
Giorno 0, ospedale 1002603, specialità 43, ricoveri 0/7, letti occupati 0/22, coda attesa 0
Giorno 0, ospedale 1002603, specialità 36, ricoveri 5/7, letti occupati 5/25, coda attesa 0
Giorno 0, ospedale 1002603, specialità 64, ricoveri 6/8, letti occupati 6/88, coda attesa 0
Giorno 0, ospedale 1002603, specialità 37, ricoveri 5/11, letti occupati 5/27, coda attesa 0
Giorno 0, ospedale 1002603, specialità 9, ricoveri 5/11, letti occupati 5/47, coda attesa 0
Giorno 0, ospedale 1002603, specialità 34, ricoveri 1/6, letti occupati 1/35, coda attesa 0
Giorno 0, ospedale 1002603, specialità 29, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002603, specialità 50, ricoveri 1/3, letti occupati 1/9, coda attesa 0
Giorno 0, ospedale 1002603, specialità 26, ricoveri 3/8, letti occupati 3/52, coda attesa 0
Giorno 0, ospedale 1002603, specialità 39, ricoveri 4/5, letti occupati 4/14, coda attesa 0
Giorno 0, ospedale 1002603, specialità 32, ricoveri 2/3, letti occupati 2/21, coda attesa 0
Giorno 0, ospedale 1002603, specialità 49, ricoveri 1/1, letti occupati 1/34, coda attesa 0
Giorno 0, ospedale 1002603, specialità 8, ricoveri 0/2, letti occupati 0/7, coda attesa 0
Giorno 0, ospedale 1002603, specialità 38, ricoveri 3/9, letti occupati 3/13, coda attesa 0
Giorno 0, ospedale 1002604, specialità 60, ricoveri 0/2, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1002604, specialità 34, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002604, specialità 26, ricoveri 4/5, letti occupati 4/33, coda attesa 0
Giorno 0, ospedale 1002604, specialità 68, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1002604, specialità 37, ricoveri 2/6, letti occupati 2/18, coda attesa 0
Giorno 0, ospedale 1002604, specialità 49, ricoveri 1/1, letti occupati 1/5, coda attesa 0
Giorno 0, ospedale 1002604, specialità 29, ricoveri 0/2, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1002604, specialità 39, ricoveri 0/2, letti occupati 0/7, coda attesa 0
Giorno 0, ospedale 1002604, specialità 38, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002604, specialità 32, ricoveri 1/4, letti occupati 1/16, coda attesa 0
Giorno 0, ospedale 1002604, specialità 2, ricoveri 5/6, letti occupati 5/42, coda attesa 0
Giorno 0, ospedale 1002604, specialità 99, ricoveri 0/19, letti occupati 0/20, coda attesa 0
Giorno 0, ospedale 1002604, specialità 67, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002604, specialità 43, ricoveri 2/6, letti occupati 2/13, coda attesa 0
Giorno 0, ospedale 1002604, specialità 8, ricoveri 1/3, letti occupati 1/7, coda attesa 0
Giorno 0, ospedale 1002604, specialità 36, ricoveri 1/4, letti occupati 1/15, coda attesa 0
Giorno 0, ospedale 1002604, specialità 9, ricoveri 4/6, letti occupati 4/23, coda attesa 0
Giorno 0, ospedale 1002604, specialità 50, ricoveri 0/2, letti occupati 0/8, coda attesa 0
Giorno 0, ospedale 1002604, specialità 40, ricoveri 0/3, letti occupati 0/12, coda attesa 0
Giorno 0, ospedale 1002605, specialità 37, ricoveri 3/6, letti occupati 3/17, coda attesa 0
Giorno 0, ospedale 1002605, specialità 40, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002605, specialità 49, ricoveri 0/2, letti occupati 0/6, coda attesa 0
Giorno 0, ospedale 1002605, specialità 99, ricoveri 0/18, letti occupati 0/20, coda attesa 0
Giorno 0, ospedale 1002605, specialità 67, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002605, specialità 8, ricoveri 1/1, letti occupati 1/4, coda attesa 0
Giorno 0, ospedale 1002605, specialità 43, ricoveri 1/4, letti occupati 1/10, coda attesa 0
Giorno 0, ospedale 1002605, specialità 9, ricoveri 2/5, letti occupati 2/24, coda attesa 0
Giorno 0, ospedale 1002605, specialità 2, ricoveri 5/5, letti occupati 5/59, coda attesa 0
Giorno 0, ospedale 1002605, specialità 26, ricoveri 7/7, letti occupati 7/35, coda attesa 0
Giorno 0, ospedale 1002605, specialità 36, ricoveri 1/5, letti occupati 1/17, coda attesa 0
Giorno 0, ospedale 1002605, specialità 39, ricoveri 0/2, letti occupati 0/4, coda attesa 0
Giorno 0, ospedale 1002605, specialità 38, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1002605, specialità 50, ricoveri 1/3, letti occupati 1/13, coda attesa 0
Giorno 0, ospedale 1002606, specialità 49, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002606, specialità 56, ricoveri 1/3, letti occupati 1/19, coda attesa 0
Giorno 0, ospedale 1002606, specialità 68, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1002606, specialità 32, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002606, specialità 9, ricoveri 0/3, letti occupati 0/10, coda attesa 0
Giorno 0, ospedale 1002606, specialità 40, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002606, specialità 26, ricoveri 3/5, letti occupati 3/29, coda attesa 0
Giorno 0, ospedale 1002606, specialità 60, ricoveri 0/2, letti occupati 0/12, coda attesa 0
Giorno 0, ospedale 1002606, specialità 99, ricoveri 0/4, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1002606, specialità 2, ricoveri 6/6, letti occupati 6/65, coda attesa 0
Giorno 0, ospedale 1002606, specialità 36, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002606, specialità 50, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1002606, specialità 8, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1002701, specialità 75, ricoveri 2/2, letti occupati 2/11, coda attesa 7
Giorno 0, ospedale 1002701, specialità 26, ricoveri 4/5, letti occupati 4/36, coda attesa 0
Giorno 0, ospedale 1002701, specialità 99, ricoveri 0/15, letti occupati 0/18, coda attesa 0
Giorno 0, ospedale 1002701, specialità 60, ricoveri 0/1, letti occupati 0/10, coda attesa 0
Giorno 0, ospedale 1002701, specialità 56, ricoveri 2/5, letti occupati 2/41, coda attesa 0
Giorno 0, ospedale 1003001, specialità 21, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1003001, specialità 62, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1003001, specialità 26, ricoveri 14/16, letti occupati 14/123, coda attesa 0
Giorno 0, ospedale 1003001, specialità 38, ricoveri 2/6, letti occupati 2/13, coda attesa 0
Giorno 0, ospedale 1003001, specialità 43, ricoveri 0/5, letti occupati 0/36, coda attesa 0
Giorno 0, ospedale 1003001, specialità 50, ricoveri 0/5, letti occupati 0/12, coda attesa 0
Giorno 0, ospedale 1003001, specialità 40, ricoveri 1/3, letti occupati 1/16, coda attesa 0
Giorno 0, ospedale 1003001, specialità 36, ricoveri 1/5, letti occupati 1/26, coda attesa 0
Giorno 0, ospedale 1003001, specialità 31, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1003001, specialità 9, ricoveri 0/9, letti occupati 0/32, coda attesa 0
Giorno 0, ospedale 1003001, specialità 8, ricoveri 0/3, letti occupati 0/30, coda attesa 0
Giorno 0, ospedale 1003001, specialità 64, ricoveri 19/19, letti occupati 19/94, coda attesa 0
Giorno 0, ospedale 1003001, specialità 32, ricoveri 2/5, letti occupati 2/25, coda attesa 0
Giorno 0, ospedale 1003001, specialità 29, ricoveri 2/4, letti occupati 2/24, coda attesa 0
Giorno 0, ospedale 1003001, specialità 37, ricoveri 1/9, letti occupati 1/26, coda attesa 0
Giorno 0, ospedale 1003001, specialità 39, ricoveri 3/3, letti occupati 3/27, coda attesa 0
Giorno 0, ospedale 1003001, specialità 99, ricoveri 0/21, letti occupati 0/97, coda attesa 0
Giorno 0, ospedale 1003001, specialità 49, ricoveri 1/2, letti occupati 1/11, coda attesa 0
Giorno 0, ospedale 1003001, specialità 34, ricoveri 0/2, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1007901, specialità 43, ricoveri 1/10, letti occupati 1/18, coda attesa 0
Giorno 0, ospedale 1007901, specialità 38, ricoveri 0/7, letti occupati 0/18, coda attesa 0
Giorno 0, ospedale 1007901, specialità 50, ricoveri 2/4, letti occupati 2/17, coda attesa 0
Giorno 0, ospedale 1007901, specialità 49, ricoveri 0/1, letti occupati 0/6, coda attesa 0
Giorno 0, ospedale 1007901, specialità 32, ricoveri 0/3, letti occupati 0/5, coda attesa 0
Giorno 0, ospedale 1007901, specialità 37, ricoveri 8/10, letti occupati 8/24, coda attesa 0
Giorno 0, ospedale 1007901, specialità 39, ricoveri 0/5, letti occupati 0/15, coda attesa 0
Giorno 0, ospedale 1007901, specialità 8, ricoveri 3/8, letti occupati 3/18, coda attesa 0
Giorno 0, ospedale 1007901, specialità 26, ricoveri 6/10, letti occupati 6/58, coda attesa 0
Giorno 0, ospedale 1007901, specialità 40, ricoveri 2/4, letti occupati 2/12, coda attesa 0
Giorno 0, ospedale 1007901, specialità 9, ricoveri 5/9, letti occupati 5/42, coda attesa 0
Giorno 0, ospedale 1007901, specialità 62, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1007901, specialità 36, ricoveri 1/5, letti occupati 1/24, coda attesa 0
Giorno 0, ospedale 1007904, specialità 9, ricoveri 1/5, letti occupati 1/16, coda attesa 0
Giorno 0, ospedale 1007904, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1007904, specialità 8, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1007904, specialità 26, ricoveri 1/5, letti occupati 1/30, coda attesa 0
Giorno 0, ospedale 1007904, specialità 37, ricoveri 0/7, letti occupati 0/16, coda attesa 0
Giorno 0, ospedale 1007904, specialità 36, ricoveri 4/5, letti occupati 4/14, coda attesa 0
Giorno 0, ospedale 1007904, specialità 49, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 0, ospedale 1007904, specialità 50, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 0, ospedale 1008500, specialità 24, ricoveri 1/3, letti occupati 1/13, coda attesa 0
Giorno 0, ospedale 1008500, specialità 37, ricoveri 4/13, letti occupati 4/30, coda attesa 0
Giorno 0, ospedale 1008500, specialità 26, ricoveri 13/13, letti occupati 13/204, coda attesa 0
Giorno 0, ospedale 1008500, specialità 49, ricoveri 0/3, letti occupati 0/16, coda attesa 0
Giorno 0, ospedale 1008500, specialità 56, ricoveri 1/5, letti occupati 1/24, coda attesa 0
Giorno 0, ospedale 1008500, specialità 73, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 0, ospedale 1008500, specialità 52, ricoveri 1/8, letti occupati 1/35, coda attesa 0
Giorno 0, ospedale 1008500, specialità 39, ricoveri 1/5, letti occupati 1/19, coda attesa 0
Giorno 0, ospedale 1008500, specialità 67, ricoveri 0/5, letti occupati 0/10, coda attesa 0
Giorno 0, ospedale 1008500, specialità 36, ricoveri 4/14, letti occupati 4/38, coda attesa 0
Giorno 0, ospedale 1008500, specialità 38, ricoveri 4/7, letti occupati 4/10, coda attesa 0
Giorno 0, ospedale 1008500, specialità 60, ricoveri 1/3, letti occupati 1/23, coda attesa 0
Giorno 0, ospedale 1008500, specialità 9, ricoveri 4/10, letti occupati 4/27, coda attesa 0
Giorno 0, ospedale 1008500, specialità 4, ricoveri 0/6, letti occupati 0/14, coda attesa 0
Giorno 0, ospedale 1008500, specialità 64, ricoveri 17/17, letti occupati 17/205, coda attesa 0
Giorno 0, ospedale 1008500, specialità 34, ricoveri 1/8, letti occupati 1/9, coda attesa 0
Giorno 0, ospedale 1008500, specialità 8, ricoveri 0/4, letti occupati 0/9, coda attesa 0
Giorno 0, ospedale 1008500, specialità 68, ricoveri 2/6, letti occupati 2/32, coda attesa 0
Giorno 0, ospedale 1008500, specialità 32, ricoveri 2/6, letti occupati 2/53, coda attesa 0
Giorno 0, ospedale 1008500, specialità 43, ricoveri 1/8, letti occupati 1/26, coda attesa 0
Giorno 0, ospedale 1008500, specialità 58, ricoveri 1/2, letti occupati 1/10, coda attesa 0
